id,nome,data_nascimento,sexo,peso_kg,altura_m
3779,pessoa_2121,1981-12-07,F,81.4,1.6
3780,pessoa_1525,1981-12-03,M,68.5,1.6
3781,pessoa_3522,2002-06-04,F,56.9,1.58
3782,pessoa_154,2024-06-08,F,10.5,0.72
3783,pessoa_2249,1995-06-15,F,66.4,1.65
3784,pessoa_482,2018-07-03,F,25.4,1.21
3785,pessoa_4234,1988-03-17,M,71.8,1.66
3786,pessoa_4306,1955-05-31,M,93.3,1.69
3787,pessoa_3579,2009-07-26,F,48.2,1.57
3788,pessoa_4126,1996-09-12,M,70.4,1.73
3789,pessoa_3563,1983-11-18,M,81.1,1.76
3790,pessoa_3316,2012-11-21,M,60.3,1.61
3791,pessoa_1763,1982-01-07,F,56.2,1.46
3792,pessoa_3539,2013-12-16,F,41.3,1.52
3793,pessoa_4804,1938-02-07,F,70.2,1.6
3794,pessoa_751,2018-04-18,M,21.0,1.17
3795,pessoa_3620,1978-04-17,F,51.3,1.64
3796,pessoa_1786,1973-12-27,F,75.2,1.67
3797,pessoa_4271,1940-08-27,F,74.5,1.59
3798,pessoa_3384,1986-12-14,M,103.8,1.77
3799,pessoa_4349,1931-11-21,F,65.4,1.6
3800,pessoa_406,2025-04-23,M,6.1,0.54
3801,pessoa_758,2022-06-07,F,14.0,0.88
3802,pessoa_2712,2000-10-13,M,48.6,1.67
3803,pessoa_2671,1986-07-28,F,75.2,1.66
3804,pessoa_3984,1990-10-19,M,66.3,1.74
3805,pessoa_98,2022-11-06,F,14.0,0.92
3806,pessoa_1334,1992-09-08,M,94.5,1.84
3807,pessoa_4452,1949-09-05,F,61.5,1.56
3808,pessoa_2792,1991-06-17,F,50.4,1.44
3809,pessoa_2855,1972-01-25,M,94.0,1.76
3810,pessoa_187,2019-03-27,M,27.5,1.16
3811,pessoa_4004,1976-01-19,F,57.7,1.58
3812,pessoa_2724,1991-05-27,M,83.0,1.8
3813,pessoa_3584,1999-12-25,F,73.2,1.65
3814,pessoa_2059,2010-08-26,F,42.3,1.51
3815,pessoa_1320,2007-06-13,M,67.3,1.7
3816,pessoa_149,2025-10-07,M,7.1,0.59
3817,pessoa_29,2016-09-13,M,26.1,1.28
3818,pessoa_4141,1992-09-27,M,102.6,1.79
3819,pessoa_4010,1999-01-14,F,50.6,1.56
3820,pessoa_3364,2009-05-30,F,61.4,1.72
3821,pessoa_693,2020-10-24,F,18.6,1.05
3822,pessoa_2867,1977-11-11,M,64.9,1.8
3823,pessoa_3777,1977-05-14,F,66.0,1.57
3824,pessoa_1387,1978-03-11,F,54.4,1.63
3825,pessoa_1846,1972-11-14,M,105.4,1.77
3826,pessoa_4731,1944-02-10,M,64.0,1.65
3827,pessoa_130,2019-03-06,M,22.5,1.18
3828,pessoa_1600,1999-10-25,F,62.5,1.63
3829,pessoa_3630,1975-12-05,F,56.8,1.64
3830,pessoa_4504,1933-08-09,F,59.5,1.46
3831,pessoa_702,2023-03-19,F,21.7,1.04
3832,pessoa_3983,1991-10-21,M,57.4,1.65
3833,pessoa_3029,1967-08-16,F,68.9,1.7
3834,pessoa_2970,1998-11-28,M,60.0,1.84
3835,pessoa_4357,1956-04-27,M,71.3,1.72
3836,pessoa_1709,1983-05-22,M,80.9,1.77
3837,pessoa_2954,2004-06-16,F,68.0,1.57
3838,pessoa_455,2016-06-19,F,36.3,1.27
3839,pessoa_2869,1999-11-17,M,63.0,1.6
3840,pessoa_2041,2001-11-18,M,58.4,1.59
3841,pessoa_1773,2003-06-24,M,78.6,1.75
3842,pessoa_2316,1966-11-18,F,67.9,1.62
3843,pessoa_610,2019-10-10,F,26.5,1.13
3844,pessoa_168,2017-12-25,M,23.0,1.28
3845,pessoa_731,2017-03-02,F,30.2,1.36
3846,pessoa_4249,1987-11-12,M,103.3,1.83
3847,pessoa_3359,2011-01-31,F,48.1,1.34
3848,pessoa_2075,2013-09-25,M,46.9,1.58
3849,pessoa_4040,1985-08-29,F,63.6,1.66
3850,pessoa_3701,1999-10-31,M,56.0,1.63
3851,pessoa_1623,1968-08-17,F,77.1,1.69
3852,pessoa_588,2019-01-07,M,21.8,1.12
3853,pessoa_1402,2009-01-28,M,56.7,1.67
3854,pessoa_3046,1978-12-13,F,52.9,1.64
3855,pessoa_3225,2013-03-18,M,62.6,1.62
3856,pessoa_1701,1974-10-22,F,59.6,1.66
3857,pessoa_3089,1995-06-29,F,127.5,1.75
3858,pessoa_4391,1964-03-25,F,51.9,1.55
3859,pessoa_2982,1984-02-28,M,58.4,1.74
3860,pessoa_41,2018-03-03,M,25.3,1.31
3861,pessoa_1380,2010-09-03,M,48.6,1.69
3862,pessoa_2090,1967-01-16,F,68.4,1.64
3863,pessoa_2176,1973-12-09,M,67.3,1.68
3864,pessoa_3218,1991-01-20,M,77.3,1.72
3865,pessoa_2886,2013-08-31,M,50.1,1.53
3866,pessoa_75,2025-06-01,M,6.6,0.48
3867,pessoa_3910,1975-04-24,M,81.6,1.79
3868,pessoa_4965,1953-07-24,M,64.3,1.68
3869,pessoa_2658,1968-10-18,M,65.1,1.85
3870,pessoa_3181,1996-05-02,M,75.8,1.7
3871,pessoa_2077,1999-05-26,M,80.3,1.71
3872,pessoa_442,2022-02-08,F,18.5,0.95
3873,pessoa_4052,1982-08-31,M,66.6,1.84
3874,pessoa_2052,2010-07-15,M,58.5,1.66
3875,pessoa_2542,1995-12-17,F,67.5,1.71
3876,pessoa_3307,2002-01-24,M,84.9,1.76
3877,pessoa_1302,2009-03-31,F,48.8,1.58
3878,pessoa_1782,1995-09-27,F,54.1,1.61
3879,pessoa_4815,1963-07-27,M,71.5,1.78
3880,pessoa_3431,1987-04-02,F,61.6,1.68
3881,pessoa_1305,1972-01-21,M,75.7,1.7
3882,pessoa_237,2023-07-27,F,11.8,0.83
3883,pessoa_2600,1969-09-25,F,82.7,1.59
3884,pessoa_521,2019-05-21,M,20.5,1.03
3885,pessoa_2574,2005-05-26,M,63.4,1.69
3886,pessoa_3281,1996-02-24,F,104.0,1.64
3887,pessoa_3187,1980-09-09,F,45.8,1.48
3888,pessoa_2769,1971-02-19,M,94.5,1.74
3889,pessoa_736,2018-02-26,F,30.1,1.3
3890,pessoa_4704,1951-01-21,M,64.5,1.63
3891,pessoa_4930,1943-03-15,F,59.8,1.65
3892,pessoa_2107,2009-07-09,M,78.0,1.78
3893,pessoa_2680,2007-05-02,F,40.9,1.55
3894,pessoa_3230,2004-06-06,F,53.8,1.55
3895,pessoa_2762,1994-09-17,M,132.9,1.78
3896,pessoa_593,2023-09-17,M,11.6,0.8
3897,pessoa_1304,1998-08-24,M,70.8,1.79
3898,pessoa_1388,2000-03-15,F,64.2,1.64
3899,pessoa_4696,1939-08-17,M,96.7,1.78
3900,pessoa_4527,1950-07-22,F,58.7,1.58
3901,pessoa_3948,2005-02-16,M,58.0,1.76
3902,pessoa_1891,1993-01-03,F,73.8,1.62
3903,pessoa_2988,1985-01-28,M,65.3,1.8
3904,pessoa_4925,1940-05-22,F,69.4,1.51
3905,pessoa_3298,1979-06-09,M,61.6,1.69
3906,pessoa_905,2021-07-24,F,23.9,1.01
3907,pessoa_4610,1930-06-25,F,49.6,1.56
3908,pessoa_1280,1985-03-21,M,63.8,1.65
3909,pessoa_934,2023-03-03,F,19.5,1.02
3910,pessoa_4900,1955-08-26,F,62.1,1.48
3911,pessoa_2309,2001-01-19,F,63.2,1.6
3912,pessoa_1556,1982-08-31,M,94.4,1.8
3913,pessoa_4534,1932-04-21,M,68.0,1.62
3914,pessoa_3191,2008-01-20,F,52.9,1.52
3915,pessoa_4442,1936-11-28,F,96.0,1.58
3916,pessoa_707,2016-04-16,F,31.0,1.42
3917,pessoa_4691,1934-03-10,M,88.6,1.69
3918,pessoa_3071,1977-01-01,F,83.2,1.69
3919,pessoa_746,2023-06-10,M,16.2,0.87
3920,pessoa_3595,1967-10-15,F,62.2,1.64
3921,pessoa_1940,1993-12-03,F,71.2,1.63
3922,pessoa_4401,1935-11-08,F,66.2,1.6
3923,pessoa_2863,1968-08-08,F,56.1,1.66
3924,pessoa_3997,2001-02-03,M,103.1,1.72
3925,pessoa_514,2016-09-18,M,28.7,1.32
3926,pessoa_82,2019-01-24,M,30.7,1.15
3927,pessoa_4977,1958-10-16,M,104.9,1.72
3928,pessoa_1309,1988-09-20,M,72.3,1.81
3929,pessoa_4615,1960-02-13,M,78.7,1.75
3930,pessoa_915,2021-10-26,M,22.5,1.01
3931,pessoa_3453,2009-04-23,M,67.6,1.74
3932,pessoa_3696,1983-05-30,F,53.7,1.68
3933,pessoa_4805,1942-02-12,M,74.7,1.68
3934,pessoa_3157,1996-03-26,F,48.5,1.58
3935,pessoa_2199,2009-12-02,M,75.1,1.68
3936,pessoa_4233,1983-04-15,M,63.6,1.64
3937,pessoa_775,2015-04-06,F,33.8,1.5
3938,pessoa_330,2016-08-18,F,40.3,1.34
3939,pessoa_2055,1986-01-15,F,61.7,1.65
3940,pessoa_2002,1972-07-13,M,76.4,1.81
3941,pessoa_944,2021-10-06,M,24.5,1.02
3942,pessoa_823,2015-02-12,F,33.1,1.38
3943,pessoa_4528,1941-03-20,M,82.5,1.65
3944,pessoa_910,2025-04-07,F,6.9,0.65
3945,pessoa_2517,1969-09-11,M,75.0,1.73
3946,pessoa_182,2015-08-17,F,38.2,1.45
3947,pessoa_165,2017-01-29,F,35.1,1.29
3948,pessoa_1524,1984-02-26,F,45.8,1.69
3949,pessoa_452,2017-03-27,F,28.1,1.29
3950,pessoa_2539,1985-11-25,F,55.1,1.67
3951,pessoa_4138,1983-04-17,F,68.7,1.46
3952,pessoa_4776,1955-10-27,F,51.4,1.5
3953,pessoa_1312,1990-08-05,M,86.7,1.78
3954,pessoa_3150,2009-01-20,F,68.8,1.67
3955,pessoa_1112,1987-04-09,F,49.1,1.55
3956,pessoa_4548,1935-06-02,M,78.9,1.67
3957,pessoa_4086,2008-05-04,F,50.2,1.61
3958,pessoa_3490,1990-03-31,F,57.9,1.67
3959,pessoa_1288,1966-09-15,M,76.9,1.67
3960,pessoa_4178,1971-08-07,F,57.8,1.49
3961,pessoa_4646,1950-11-30,F,63.6,1.74
3962,pessoa_3681,2008-11-09,M,49.9,1.6
3963,pessoa_4512,1949-09-13,M,62.8,1.64
3964,pessoa_4169,2004-09-30,M,65.8,1.7
3965,pessoa_3301,1969-12-23,M,122.1,1.85
3966,pessoa_3311,1996-06-26,M,99.2,1.8
3967,pessoa_4557,1963-12-15,F,84.4,1.59
3968,pessoa_3126,2006-05-14,M,115.7,1.75
3969,pessoa_328,2020-04-25,M,21.5,1.05
3970,pessoa_1791,1968-07-15,M,55.6,1.59
3971,pessoa_2491,1967-03-14,F,71.8,1.7
3972,pessoa_2007,1986-05-08,M,87.6,1.8
3973,pessoa_2008,1984-08-15,F,57.5,1.64
3974,pessoa_1859,2011-04-02,M,76.0,1.53
3975,pessoa_4686,1959-11-04,M,88.4,1.7
3976,pessoa_313,2019-07-22,F,21.3,1.07
3977,pessoa_833,2020-07-21,M,21.5,1.06
3978,pessoa_3080,1966-12-27,F,89.2,1.66
3979,pessoa_4718,1950-02-09,F,72.0,1.57
3980,pessoa_3463,1979-01-17,M,56.8,1.68
3981,pessoa_1202,1995-11-10,M,107.2,1.78
3982,pessoa_4392,1952-05-18,M,54.8,1.74
3983,pessoa_3548,1979-01-08,M,82.4,1.59
3984,pessoa_4923,1952-04-02,M,93.5,1.72
3985,pessoa_2135,2003-01-30,F,96.1,1.62
3986,pessoa_3452,1995-04-06,F,58.6,1.62
3987,pessoa_2210,1985-02-17,M,55.8,1.69
3988,pessoa_1902,2000-05-14,M,83.0,1.71
3989,pessoa_1482,2013-02-22,F,52.6,1.37
3990,pessoa_778,2023-05-19,F,10.4,0.92
3991,pessoa_800,2024-02-26,F,13.5,0.83
3992,pessoa_3715,1998-02-10,M,70.9,1.65
3993,pessoa_3943,2012-08-11,M,80.1,1.6
3994,pessoa_55,2017-08-03,F,21.5,1.14
3995,pessoa_2973,2007-06-06,M,74.9,1.73
3996,pessoa_3336,1993-07-18,M,67.3,1.83
3997,pessoa_1921,1973-02-24,M,131.8,1.76
3998,pessoa_3716,1991-06-11,M,117.1,1.67
3999,pessoa_4647,1939-08-11,F,40.2,1.46
4000,pessoa_947,2014-10-14,M,47.3,1.45
4001,pessoa_1702,1977-12-19,M,79.2,1.84
4002,pessoa_3294,1970-03-13,M,82.6,1.79
4003,pessoa_2162,1976-03-29,M,56.8,1.64
4004,pessoa_1137,1978-04-24,M,99.1,1.8
4005,pessoa_988,2020-05-21,F,20.6,1.03
4006,pessoa_2550,1975-01-15,F,66.3,1.7
4007,pessoa_194,2021-06-17,M,14.1,0.99
4008,pessoa_3058,2003-06-13,M,61.4,1.81
4009,pessoa_3247,2001-12-04,F,62.3,1.54
4010,pessoa_1395,1990-09-18,F,57.8,1.55
4011,pessoa_2638,1996-01-15,F,57.1,1.68
4012,pessoa_769,2019-03-17,F,22.8,1.19
4013,pessoa_4703,1940-03-20,M,66.8,1.82
4014,pessoa_3091,1990-12-11,M,102.5,1.77
4015,pessoa_3496,1989-07-11,M,66.7,1.78
4016,pessoa_3216,1972-09-09,F,56.3,1.59
4017,pessoa_286,2019-07-29,F,26.2,1.07
4018,pessoa_4939,1964-08-14,F,59.1,1.53
4019,pessoa_429,2016-03-31,M,37.7,1.36
4020,pessoa_4449,1959-09-25,M,72.1,1.66
4021,pessoa_2333,1981-10-19,M,86.1,1.79
4022,pessoa_2718,1992-01-04,M,131.9,1.77
4023,pessoa_2080,2011-05-31,M,75.3,1.53
4024,pessoa_3390,2010-11-01,F,44.5,1.58
4025,pessoa_723,2026-02-14,F,5.9,0.56
4026,pessoa_952,2018-04-17,F,28.9,1.32
4027,pessoa_4384,1933-02-08,F,54.7,1.48
4028,pessoa_4367,1966-03-09,M,77.3,1.76
4029,pessoa_2263,1981-02-24,F,62.5,1.63
4030,pessoa_990,2020-03-06,F,20.7,1.15
4031,pessoa_3213,1989-05-26,F,66.6,1.73
4032,pessoa_1760,1990-04-10,M,118.0,1.72
4033,pessoa_4580,1954-10-10,M,71.1,1.57
4034,pessoa_327,2018-09-06,M,22.4,1.22
4035,pessoa_2609,1973-09-24,F,55.3,1.77
4036,pessoa_1384,1972-05-25,F,89.0,1.64
4037,pessoa_1725,1984-07-26,M,124.5,1.74
4038,pessoa_1087,1978-05-19,M,77.8,1.68
4039,pessoa_2524,2013-12-19,M,39.0,1.41
4040,pessoa_342,2022-05-05,F,15.0,0.88
4041,pessoa_3702,1989-11-19,M,68.4,1.72
4042,pessoa_148,2025-05-24,M,7.7,0.45
4043,pessoa_689,2025-12-23,F,7.4,0.45
4044,pessoa_3433,2013-03-29,M,58.0,1.64
4045,pessoa_1108,1990-09-10,F,56.6,1.61
4046,pessoa_849,2014-12-24,M,43.7,1.45
4047,pessoa_967,2019-08-24,F,23.0,1.15
4048,pessoa_4728,1954-02-27,M,69.1,1.77
4049,pessoa_1493,2003-09-19,F,63.2,1.6
4050,pessoa_3954,1988-10-08,F,81.1,1.62
4051,pessoa_2204,1992-09-13,M,44.5,1.68
4052,pessoa_2714,1975-12-08,M,108.9,1.81
4053,pessoa_662,2014-07-17,F,28.9,1.39
4054,pessoa_1003,1999-04-18,F,61.0,1.49
4055,pessoa_63,2021-04-21,F,13.2,0.97
4056,pessoa_285,2018-04-12,F,36.7,1.26
4057,pessoa_2225,2004-03-15,M,65.8,1.73
4058,pessoa_4707,1955-09-07,M,68.7,1.65
4059,pessoa_1880,1970-03-06,M,56.3,1.69
4060,pessoa_3573,1977-11-29,M,60.9,1.76
4061,pessoa_4858,1948-09-09,M,94.0,1.79
4062,pessoa_1204,1971-07-18,F,68.9,1.52
4063,pessoa_1991,1993-06-27,M,52.9,1.58
4064,pessoa_25,2015-10-08,M,42.4,1.41
4065,pessoa_4853,1950-09-14,M,84.4,1.75
4066,pessoa_4103,1982-06-23,M,62.7,1.77
4067,pessoa_4168,2008-03-06,F,98.6,1.6
4068,pessoa_763,2024-05-24,F,10.7,0.73
4069,pessoa_876,2016-04-11,M,32.1,1.28
4070,pessoa_4743,1955-03-04,M,64.2,1.64
4071,pessoa_939,2024-11-29,F,8.9,0.67
4072,pessoa_2688,1999-02-20,M,72.9,1.7
4073,pessoa_3601,1998-01-10,F,43.6,1.57
4074,pessoa_2395,2013-02-19,M,46.2,1.56
4075,pessoa_4568,1934-09-18,M,65.3,1.63
4076,pessoa_4981,1963-07-04,F,48.7,1.48
4077,pessoa_4125,1968-04-02,F,66.9,1.65
4078,pessoa_4565,1938-06-26,F,55.7,1.48
4079,pessoa_386,2023-06-26,M,12.4,0.87
4080,pessoa_3878,2001-11-19,M,77.6,1.85
4081,pessoa_4371,1949-10-10,F,54.2,1.62
4082,pessoa_4570,1932-07-02,M,96.0,1.86
4083,pessoa_537,2018-03-11,M,30.3,1.3
4084,pessoa_2292,1976-11-12,M,82.2,1.71
4085,pessoa_4666,1947-07-17,F,65.4,1.52
4086,pessoa_3875,1982-04-24,F,55.1,1.63
4087,pessoa_937,2015-06-05,F,31.0,1.36
4088,pessoa_3738,1981-04-14,F,73.7,1.63
4089,pessoa_4729,1954-12-27,F,75.0,1.61
4090,pessoa_2361,2007-10-12,F,79.1,1.69
4091,pessoa_3508,1974-05-05,M,108.2,1.82
4092,pessoa_202,2023-03-14,F,18.8,0.89
4093,pessoa_3209,1985-04-20,M,47.8,1.72
4094,pessoa_1333,2012-04-01,F,45.4,1.59
4095,pessoa_3017,2007-12-04,F,54.9,1.52
4096,pessoa_3503,1979-05-25,M,70.2,1.71
4097,pessoa_2709,2008-03-03,M,58.0,1.69
4098,pessoa_4022,1968-04-01,M,62.2,1.72
4099,pessoa_1855,2000-12-07,F,63.2,1.63
4100,pessoa_4470,1931-06-12,M,82.0,1.76
4101,pessoa_2873,2011-10-07,F,52.7,1.67
4102,pessoa_3031,1973-01-11,M,64.4,1.85
4103,pessoa_1206,2010-07-01,F,48.0,1.46
4104,pessoa_1646,1980-06-25,M,66.1,1.69
4105,pessoa_3418,1985-03-07,M,50.4,1.67
4106,pessoa_3477,2012-10-16,M,46.2,1.54
4107,pessoa_2862,1989-08-10,F,50.7,1.52
4108,pessoa_1793,2011-05-03,M,48.6,1.59
4109,pessoa_3798,1971-11-28,M,96.1,1.73
4110,pessoa_3369,2009-09-18,F,55.0,1.55
4111,pessoa_3368,1975-03-11,M,71.3,1.78
4112,pessoa_3534,1971-01-25,F,52.9,1.61
4113,pessoa_3450,1986-12-22,M,63.7,1.73
4114,pessoa_604,2015-09-11,M,51.1,1.36
4115,pessoa_3057,2000-12-13,M,65.9,1.82
4116,pessoa_4532,1942-01-17,M,57.2,1.78
4117,pessoa_127,2014-05-15,M,41.9,1.4
4118,pessoa_3877,2003-11-11,M,103.4,1.78
4119,pessoa_2936,1994-07-18,M,57.1,1.62
4120,pessoa_3532,2003-09-26,F,77.0,1.7
4121,pessoa_2731,2000-02-11,M,64.0,1.7
4122,pessoa_828,2021-02-14,F,21.3,1.09
4123,pessoa_1640,2006-07-13,M,68.1,1.72
4124,pessoa_985,2016-11-21,F,38.5,1.29
4125,pessoa_3282,1987-10-06,M,78.2,1.8
4126,pessoa_4972,1944-08-04,F,43.2,1.47
4127,pessoa_2189,1992-04-27,F,68.3,1.66
4128,pessoa_4613,1947-07-04,M,64.2,1.62
4129,pessoa_2444,1994-12-07,M,109.1,1.69
4130,pessoa_363,2021-11-12,M,20.6,1.01
4131,pessoa_2350,1991-07-17,M,100.7,1.64
4132,pessoa_346,2021-08-19,M,15.0,0.94
4133,pessoa_815,2023-11-01,M,9.7,0.78
4134,pessoa_3206,1973-03-12,M,61.7,1.74
4135,pessoa_4161,1974-01-23,F,64.0,1.66
4136,pessoa_4796,1948-09-26,F,62.9,1.62
4137,pessoa_3326,2010-04-15,F,39.2,1.4
4138,pessoa_4107,1984-12-16,F,81.9,1.76
4139,pessoa_2117,1967-01-26,M,118.6,1.75
4140,pessoa_1835,2001-11-18,M,57.1,1.52
4141,pessoa_794,2022-02-19,F,30.2,1.07
4142,pessoa_4947,1940-04-18,M,54.3,1.57
4143,pessoa_2675,2007-11-19,F,52.7,1.57
4144,pessoa_95,2019-07-24,M,18.4,1.03
4145,pessoa_3757,2010-08-03,M,63.1,1.76
4146,pessoa_2892,1986-01-20,F,63.1,1.51
4147,pessoa_2372,1991-08-03,M,60.1,1.6
4148,pessoa_4150,1973-01-17,F,70.9,1.59
4149,pessoa_4433,1943-11-29,M,77.3,1.74
4150,pessoa_3229,1976-05-21,F,72.0,1.56
4151,pessoa_2854,1995-03-26,F,59.3,1.66
4152,pessoa_2913,2007-01-05,M,132.8,1.9
4153,pessoa_1866,2000-08-10,M,87.5,1.77
4154,pessoa_1858,1974-01-15,F,50.0,1.49
4155,pessoa_2646,1977-03-28,M,69.9,1.74
4156,pessoa_2244,1985-03-06,F,66.3,1.66
4157,pessoa_2337,2009-10-28,M,86.9,1.69
4158,pessoa_951,2025-11-12,M,6.6,0.51
4159,pessoa_3069,2001-07-21,M,60.0,1.68
4160,pessoa_1121,1983-05-13,F,52.7,1.62
4161,pessoa_2598,1971-07-15,F,60.3,1.55
4162,pessoa_2205,1982-11-28,F,83.2,1.58
4163,pessoa_420,2018-08-17,M,22.7,1.23
4164,pessoa_923,2022-04-01,F,16.4,1.0
4165,pessoa_1255,2000-05-18,F,71.9,1.61
4166,pessoa_478,2015-07-19,M,40.6,1.33
4167,pessoa_2036,1991-08-26,M,90.1,1.67
4168,pessoa_1203,1981-02-24,M,53.7,1.62
4169,pessoa_2627,1986-01-24,F,38.7,1.55
4170,pessoa_4819,1940-07-22,M,73.2,1.69
4171,pessoa_1971,2006-01-05,F,87.7,1.61
4172,pessoa_3111,2013-06-12,M,46.2,1.46
4173,pessoa_4019,2013-04-07,F,58.2,1.49
4174,pessoa_2152,1996-10-04,F,57.0,1.6
4175,pessoa_3688,1984-10-30,F,75.8,1.64
4176,pessoa_1998,1989-02-07,M,57.5,1.61
4177,pessoa_4034,2013-06-06,F,57.8,1.46
4178,pessoa_3055,2004-04-25,M,47.3,1.74
4179,pessoa_1249,1997-12-11,F,58.8,1.61
4180,pessoa_2193,1996-05-17,M,60.6,1.64
4181,pessoa_2713,1993-09-20,M,115.3,1.77
4182,pessoa_993,2023-05-12,M,18.3,0.88
4183,pessoa_2191,1987-04-04,M,57.6,1.74
4184,pessoa_3763,1968-06-30,M,85.1,1.8
4185,pessoa_3598,2008-09-27,M,77.2,1.88
4186,pessoa_1319,1990-05-19,F,61.2,1.69
4187,pessoa_1864,1992-03-19,M,82.2,1.72
4188,pessoa_2344,1970-03-12,F,63.1,1.67
4189,pessoa_2450,1981-09-01,M,109.2,1.69
4190,pessoa_2137,1985-08-20,F,67.8,1.57
4191,pessoa_1066,2009-12-19,F,69.4,1.57
4192,pessoa_4961,1965-04-06,M,55.4,1.63
4193,pessoa_2622,1985-01-20,M,80.2,1.8
4194,pessoa_78,2022-05-09,F,17.9,0.97
4195,pessoa_2899,1990-02-10,F,68.0,1.61
4196,pessoa_1315,1980-04-17,M,113.5,1.72
4197,pessoa_4373,1943-01-29,M,62.9,1.57
4198,pessoa_873,2020-08-13,F,22.5,1.08
4199,pessoa_3851,1974-02-06,M,66.9,1.77
4200,pessoa_4788,1964-09-03,F,80.6,1.59
4201,pessoa_2966,1990-06-07,F,93.7,1.6
4202,pessoa_3392,1995-01-27,F,55.6,1.65
4203,pessoa_2561,1989-06-27,M,93.8,1.75
4204,pessoa_4897,1952-09-13,F,55.5,1.53
4205,pessoa_2636,1996-04-15,F,46.6,1.66
4206,pessoa_3531,2004-05-04,F,86.4,1.55
4207,pessoa_376,2016-07-23,F,35.0,1.46
4208,pessoa_1909,1984-08-20,M,51.6,1.76
4209,pessoa_4333,1935-06-27,F,87.9,1.63
4210,pessoa_4380,1938-05-05,M,86.7,1.6
4211,pessoa_4028,2007-12-15,M,101.9,1.67
4212,pessoa_1605,2008-04-06,M,107.5,1.81
4213,pessoa_1119,1974-11-30,M,70.6,1.73
4214,pessoa_3678,2000-04-11,F,60.1,1.63
4215,pessoa_3491,1999-05-31,M,67.8,1.84
4216,pessoa_4865,1963-09-13,F,84.2,1.63
4217,pessoa_2959,1981-07-17,M,66.8,1.74
4218,pessoa_1995,2012-01-13,F,54.1,1.65
4219,pessoa_4956,1935-12-12,F,51.2,1.58
4220,pessoa_4356,1955-07-19,F,61.1,1.59
4221,pessoa_2377,1988-08-21,F,66.2,1.6
4222,pessoa_1343,1981-07-19,F,57.2,1.6
4223,pessoa_321,2021-10-10,M,17.3,1.05
4224,pessoa_1620,1972-04-11,M,64.3,1.75
4225,pessoa_3714,1967-11-17,F,61.7,1.63
4226,pessoa_2061,1981-06-25,F,55.2,1.61
4227,pessoa_2220,2014-04-03,M,60.4,1.45
4228,pessoa_1674,1989-08-08,M,108.4,1.6
4229,pessoa_261,2015-05-19,M,33.0,1.45
4230,pessoa_4418,1941-03-20,F,56.8,1.6
4231,pessoa_2040,1987-07-20,M,72.5,1.76
4232,pessoa_902,2025-12-14,F,4.8,0.48
4233,pessoa_3745,1971-03-19,F,43.3,1.64
4234,pessoa_2027,2005-11-09,F,63.5,1.6
4235,pessoa_1918,2002-09-14,F,71.0,1.66
4236,pessoa_1829,1993-06-06,M,50.1,1.76
4237,pessoa_1574,1991-05-30,F,68.1,1.69
4238,pessoa_4395,1964-09-09,F,70.3,1.57
4239,pessoa_4209,2003-08-06,M,73.1,1.68
4240,pessoa_225,2017-04-24,M,25.9,1.22
4241,pessoa_724,2023-03-29,F,13.0,0.86
4242,pessoa_4486,1942-10-18,F,58.2,1.55
4243,pessoa_1142,1996-02-03,M,112.4,1.82
4244,pessoa_2763,1986-09-04,M,64.8,1.75
4245,pessoa_847,2020-09-04,F,27.1,1.17
4246,pessoa_2552,1976-09-03,M,57.4,1.8
4247,pessoa_2929,1990-08-16,F,46.0,1.52
4248,pessoa_118,2021-09-12,F,14.5,0.94
4249,pessoa_646,2023-01-10,F,11.5,0.86
4250,pessoa_4,2018-01-05,M,35.5,1.22
4251,pessoa_4171,1997-03-25,F,72.2,1.66
4252,pessoa_468,2018-06-02,F,24.8,1.16
4253,pessoa_6,2023-03-14,F,23.0,1.02
4254,pessoa_920,2022-04-16,M,19.3,1.09
4255,pessoa_2596,2010-09-25,F,60.8,1.59
4256,pessoa_1064,1977-08-14,M,114.8,1.65
4257,pessoa_2591,1977-11-23,F,66.2,1.61
4258,pessoa_243,2019-01-17,F,22.7,1.07
4259,pessoa_1161,1993-08-28,M,73.6,1.69
4260,pessoa_2871,1978-01-08,M,120.5,1.68
4261,pessoa_3736,1967-06-17,F,81.0,1.63
4262,pessoa_2398,2000-02-11,F,78.1,1.69
4263,pessoa_3518,2003-10-30,F,52.0,1.55
4264,pessoa_3422,2003-02-14,M,76.9,1.78
4265,pessoa_2564,2013-07-07,M,56.8,1.63
4266,pessoa_1606,1978-04-07,F,70.8,1.64
4267,pessoa_4829,1934-12-30,F,41.6,1.43
4268,pessoa_2325,1969-03-06,F,64.7,1.77
4269,pessoa_2710,1989-08-08,F,68.3,1.58
4270,pessoa_4399,1952-11-18,F,79.7,1.62
4271,pessoa_1313,1981-12-08,F,80.6,1.68
4272,pessoa_3449,1976-11-24,F,51.5,1.55
4273,pessoa_3813,2009-06-10,F,63.8,1.58
4274,pessoa_4656,1942-08-01,M,74.2,1.78
4275,pessoa_2363,2001-06-14,M,72.2,1.79
4276,pessoa_1976,1993-06-05,F,42.1,1.65
4277,pessoa_3515,1986-05-28,F,48.0,1.65
4278,pessoa_1762,1973-10-18,F,48.8,1.58
4279,pessoa_2740,1990-06-04,F,50.6,1.52
4280,pessoa_4845,1933-04-19,M,81.2,1.72
